awareness,confidence,correct,experiment_test,experiment_train,fold,model,participant,score,sub,window
0.3341654210530751,0.3327946784663649,0.33303990048056,POS,POS,,RandomForestClassifier,,0.4906944444444444,TJ,4
1.3164915390800014,1.9030861830553385,0.4301098364524507,POS,POS,,LogisticRegression,,0.7867438811188809,RP,1
0.32404552732807296,0.3667363003632145,0.3092181723087127,POS,POS,,RandomForestClassifier,,0.7866593822843823,RP,1
0.7854764205206659,0.3983277023621077,-0.029551731446802343,POS,POS,,LogisticRegression,,0.5935897435897436,RP,2
0.3461182421659428,0.33174720225501103,0.3221345555790464,POS,POS,,RandomForestClassifier,,0.5980211161387632,RP,2
0.5841291952769274,0.0806212878745986,-0.1346228128954788,POS,POS,,LogisticRegression,,0.5370232780612244,RP,3
0.3423651373226219,0.3291836077591748,0.32845125491820354,POS,POS,,RandomForestClassifier,,0.5372592474489796,RP,3
0.4752350736790672,-0.3043036971059225,-0.180686848965603,POS,POS,,LogisticRegression,,0.5409821428571429,RP,4
0.3382838833759127,0.3328252165440514,0.3288909000800359,POS,POS,,RandomForestClassifier,,0.5308994708994709,RP,4
1.2522178453168764,1.7871699914761578,0.38947308228777816,POS,POS,,LogisticRegression,,0.7804456018518521,KK,1
0.34878198955701384,0.3352166338819157,0.3160013765610705,POS,POS,,RandomForestClassifier,,0.7795717592592593,KK,1
0.6151372554115969,1.1199495749258404,0.29651765820093723,POS,POS,,LogisticRegression,,0.6868249701314216,KK,2
0.3392103345492758,0.3383684869831083,0.3224211784676158,POS,POS,,RandomForestClassifier,,0.6847461170848268,KK,2
0.3339421134488933,0.4993593881197244,0.3227471877592305,POS,POS,,LogisticRegression,,0.6093994325346784,KK,3
0.3364046759371173,0.33316442950158504,0.33043089456129754,POS,POS,,RandomForestClassifier,,0.611297288776797,KK,3
-0.08055130594089953,0.9056415910804642,0.2652622954680481,POS,POS,,LogisticRegression,,0.5942826797385621,KK,4
0.3264042534332285,0.3445414652594463,0.3290542813073252,POS,POS,,RandomForestClassifier,,0.600766339869281,KK,4
2.5538048856427027,1.227819668454318,-0.06624967737449942,POS,POS,,LogisticRegression,,0.8401846205962061,MP2,1
0.3792832233643923,0.3166158143979428,0.30410096223766475,POS,POS,,RandomForestClassifier,,0.8419156504065041,MP2,1
1.5589125792489382,0.8462430738035378,0.11638662238919804,POS,POS,,LogisticRegression,,0.7492083333333333,MP2,2
0.360247444947262,0.3250362561321856,0.3147162989205524,POS,POS,,RandomForestClassifier,,0.7508819444444446,MP2,2
1.3763226123651164,0.38455787831262783,0.08388128072234177,POS,POS,,LogisticRegression,,0.6999909812409814,MP2,3
0.3613071003566722,0.3215599444010019,0.317132955242326,POS,POS,,RandomForestClassifier,,0.7041684704184706,MP2,3
1.0016317568349278,0.2592318907147547,0.1920707963032532,POS,POS,,LogisticRegression,,0.6433148148148149,MP2,4
0.35212083542215256,0.32453354308841365,0.3233456214894337,POS,POS,,RandomForestClassifier,,0.6450592592592593,MP2,4
0.8922448200662478,0.7217666626291503,-0.014808865476806791,POS,POS,,LogisticRegression,,0.64375,WT,1
0.3491443620871341,0.33220362724982105,0.3186520106630449,POS,POS,,RandomForestClassifier,,0.6492434210526317,WT,1
0.4014055710336889,0.5201352844695056,0.1493320310879006,POS,POS,,LogisticRegression,,0.585519568151147,WT,2
0.33363263371403795,0.3381560788025261,0.32821128748343603,POS,POS,,RandomForestClassifier,,0.5860290148448043,WT,2
0.3755227135564956,0.3049509637162407,0.1111436480474274,POS,POS,,LogisticRegression,,0.5427827169274537,WT,3
0.3387883570444965,0.3317301943125173,0.32948144864298634,POS,POS,,RandomForestClassifier,,0.5481312233285919,WT,3
0.05345977396114107,-0.01311870511217434,0.18384445864472704,POS,POS,,LogisticRegression,,0.4464351851851853,WT,4
0.33325261468011114,0.3324681837566545,0.33427920156323443,POS,POS,,RandomForestClassifier,,0.4576833333333334,WT,4
2.132905178237421,1.1227769529923348,0.3031766037335022,POS,POS,,LogisticRegression,,0.7757002508361204,MP1,1
0.35192367646333544,0.3392365151855045,0.3088398083511603,POS,POS,,RandomForestClassifier,,0.7744251672240804,MP1,1
1.2150846997291609,0.20221765118339424,0.26465665880228684,POS,POS,,LogisticRegression,,0.6515918803418803,MP1,2
0.35649204692200626,0.3217643977174701,0.3217435553605237,POS,POS,,RandomForestClassifier,,0.6575320512820513,MP1,2
1.3751398075135528,-0.17600406039341324,-0.2408168875059791,POS,POS,,LogisticRegression,,0.6429363636363636,MP1,3
0.361234037530668,0.3189041679772968,0.3198617944920351,POS,POS,,RandomForestClassifier,,0.61965,MP1,3
0.7898939651483491,0.3131444274919807,0.25940787618086675,POS,POS,,LogisticRegression,,0.6209728506787331,MP1,4
0.34670058963511186,0.32739173913858616,0.3259076712263019,POS,POS,,RandomForestClassifier,,0.6230226244343892,MP1,4
0.26987804821386924,0.52586981815634,-0.03702615586242439,POS,POS,,LogisticRegression,,0.5829552093476146,HB,1
0.3320549873228205,0.34137585882289595,0.3265691538542834,POS,POS,,RandomForestClassifier,,0.5869344368711457,HB,1
0.3090740798400792,0.2711687016516142,0.06839887403830952,POS,POS,,LogisticRegression,,0.5571478521478521,HB,2
0.3381022274853441,0.3325305390565492,0.3293672334581068,POS,POS,,RandomForestClassifier,,0.5678138528138528,HB,2
0.008291289726909356,0.3940908993191716,-0.057549598681102127,POS,POS,,LogisticRegression,,0.5226070175438596,HB,3
0.3291199117890405,0.3420389282170634,0.3288411599938963,POS,POS,,RandomForestClassifier,,0.5273192982456141,HB,3
0.13878033287429198,0.3223046627965917,0.17160307283671206,POS,POS,,LogisticRegression,,0.5438995726495727,HB,4
0.3311633893433885,0.33651085720446244,0.33232575345214904,POS,POS,,RandomForestClassifier,,0.5567236467236466,HB,4
0.5020380346455307,1.086044117073635,-0.04084815822023082,POS,POS,,LogisticRegression,,0.6683477633477635,TS,1
0.32889297226786257,0.3524205079374461,0.31868651979469154,POS,POS,,RandomForestClassifier,,0.6704112554112553,TS,1
0.4059325804390213,0.530684187298252,-0.016290552092563974,POS,POS,,LogisticRegression,,0.5921938470728794,TS,2
0.3383447515034057,0.3366333077652989,0.3250219407312953,POS,POS,,RandomForestClassifier,,0.5974059139784946,TS,2
0.4250503229980376,-0.029994118402956342,-0.02420631154977479,POS,POS,,LogisticRegression,,0.5193443396226416,TS,3
0.3416556687791939,0.32861633380953537,0.3297279974112707,POS,POS,,RandomForestClassifier,,0.529627358490566,TS,3
0.2184972994812924,0.23452504349353145,-0.16976042698178934,POS,POS,,LogisticRegression,,0.5210393623942746,TS,4
0.3363418354457741,0.3334398089852658,0.3302183555689602,POS,POS,,RandomForestClassifier,,0.5287296681847755,TS,4
1.9619105645328736,1.9261537361836256,0.10140111095063893,POS,POS,,LogisticRegression,,0.8145150501672243,CL,1
0.34096734510038273,0.3528133936906341,0.30621926120898296,POS,POS,,RandomForestClassifier,,0.8257274247491639,CL,1
0.7391684979548226,0.9697587502608686,-0.1256984071696268,POS,POS,,LogisticRegression,,0.6611816239316239,CL,2
0.3330350924965728,0.34878124632781377,0.3181836611756137,POS,POS,,RandomForestClassifier,,0.6517884615384615,CL,2
0.015882632632250548,0.32503120952369313,-0.0032009149338843557,POS,POS,,LogisticRegression,,0.481753277153558,CL,3
0.3305277595291841,0.3398136549699464,0.3296585855008697,POS,POS,,RandomForestClassifier,,0.4918656367041199,CL,3
0.2826357833180586,-0.20648101856648307,0.13981996548981301,POS,POS,,LogisticRegression,,0.5122174329501916,CL,4
0.3384845100034036,0.33142659918856937,0.3300888908080269,POS,POS,,RandomForestClassifier,,0.5060775862068967,CL,4
-0.08638468601029753,-0.286652588574953,0.21344789740840706,ATT,ATT,,LogisticRegression,,0.5007569663889687,JD,1
0.3335856482958047,0.3348634085455036,0.3315509431586915,ATT,ATT,,RandomForestClassifier,,0.515496983625395,JD,1
-0.24300622058124466,-0.5057997418787864,0.2421449216767424,ATT,ATT,,LogisticRegression,,0.5655768658935474,JD,2
0.33407910334090657,0.3388392790756944,0.3270816175833989,ATT,ATT,,RandomForestClassifier,,0.5657701457032411,JD,2
0.08314076959542828,-0.05527647110263653,-0.07623895683366994,ATT,ATT,,LogisticRegression,,0.4596193609022557,JD,3
0.3329768263612569,0.33275380515449704,0.33426936848424593,ATT,ATT,,RandomForestClassifier,,0.459437656641604,JD,3
-0.0020286866989683893,0.44605557014479147,-0.1396133754523085,ATT,ATT,,LogisticRegression,,0.503926948051948,JD,4
0.3294162861987715,0.3397637406425019,0.3308199731587267,ATT,ATT,,RandomForestClassifier,,0.5181022727272727,JD,4
-0.9069871689970596,0.2080485752150447,0.23927945080361795,ATT,ATT,,LogisticRegression,,0.6109469583458196,SP,1
0.3569125850910779,0.3208227855695763,0.3222646293393462,ATT,ATT,,RandomForestClassifier,,0.6079112975726702,SP,1
-0.03995168440167958,0.14764832665899166,-0.0374433464021449,ATT,ATT,,LogisticRegression,,0.46211180124223605,SP,2
0.3324914600211038,0.33551632306351264,0.3319922169153834,ATT,ATT,,RandomForestClassifier,,0.4618571428571429,SP,2
0.004994063532580891,-0.062438334552975885,0.16288659075963505,ATT,ATT,,LogisticRegression,,0.4727320261437909,SP,3
0.3324756396139405,0.33211423554036523,0.3354101248456942,ATT,ATT,,RandomForestClassifier,,0.4752418300653594,SP,3
-0.18040416406559706,-0.5141869259073555,-0.11721721120307298,ATT,ATT,,LogisticRegression,,0.5548015603799186,SP,4
0.3288578506263146,0.3428295873532651,0.3283125620204202,ATT,ATT,,RandomForestClassifier,,0.5519555630936228,SP,4
-0.4586514023645874,0.17913988730052846,0.041992524054475684,ATT,ATT,,LogisticRegression,,0.5480710955710957,PC,1
0.3431043872529924,0.329901429669883,0.3269941830771246,ATT,ATT,,RandomForestClassifier,,0.5354050116550118,PC,1
-0.4518397278406296,-0.15277695255043786,-0.0610251777843961,ATT,ATT,,LogisticRegression,,0.5475180288461537,PC,2
0.3426213861882748,0.3300797702296008,0.32729884358212435,ATT,ATT,,RandomForestClassifier,,0.5574789663461538,PC,2
-0.12845008816938575,-0.09467472481490352,-0.34643302512234303,ATT,ATT,,LogisticRegression,,0.5417441492726123,PC,3
0.33060580042596444,0.3297722819204274,0.33962191765360794,ATT,ATT,,RandomForestClassifier,,0.550118595825427,PC,3
-0.06797004276096844,0.21236442438463687,-0.4097879419975361,ATT,ATT,,LogisticRegression,,0.5391114754098361,PC,4
0.32905006978495066,0.3306349726503709,0.3403149575646785,ATT,ATT,,RandomForestClassifier,,0.5302819672131147,PC,4
0.3510393472604397,0.5548156351855662,0.08978443141379575,ATT,ATT,,LogisticRegression,,0.5658761850043089,EU,1
0.3347862246827971,0.3379375429594559,0.327276232357747,ATT,ATT,,RandomForestClassifier,,0.5766374604998563,EU,1
0.2216001066189768,0.13140419607052525,0.21973051266342888,ATT,ATT,,LogisticRegression,,0.5372911091287541,EU,2
0.3356781353069275,0.3298429996565412,0.3344788650365312,ATT,ATT,,RandomForestClassifier,,0.546021409455843,EU,2
0.07349608374854821,0.12047877055344128,-0.02305740188200873,ATT,ATT,,LogisticRegression,,0.4577852664576802,EU,3
0.33392178709754683,0.3336550023917513,0.33242321051070195,ATT,ATT,,RandomForestClassifier,,0.4658824451410658,EU,3
-0.30046412700553743,-0.2685979945240612,-0.004111845322252911,ATT,ATT,,LogisticRegression,,0.533185510071475,EU,4
0.3371279835933447,0.3337047048760945,0.32916731153056084,ATT,ATT,,RandomForestClassifier,,0.5381790123456791,EU,4
0.4067600485170171,-0.025994191863763682,0.039019984128147535,ATT,ATT,,LogisticRegression,,0.5213147058823531,SO,1
0.34204975161886325,0.3293685087104041,0.3285817396707325,ATT,ATT,,RandomForestClassifier,,0.5290823529411766,SO,1
0.31496619504899576,-0.20122177409700887,0.02810344276004722,ATT,ATT,,LogisticRegression,,0.5164848484848485,SO,2
0.33936301917695594,0.3322892131173216,0.3283477677057225,ATT,ATT,,RandomForestClassifier,,0.5187484848484849,SO,2
0.2888141959504076,-0.005740860032473743,0.13471017550325265,ATT,ATT,,LogisticRegression,,0.5115210459183673,SO,3
0.33829644093082456,0.32967260730436065,0.3320309517648147,ATT,ATT,,RandomForestClassifier,,0.5205452806122449,SO,3
0.1592002494794998,0.02334535188567712,0.12755192505588375,ATT,ATT,,LogisticRegression,,0.4986011904761905,SO,4
0.335911471765448,0.33075957330797384,0.3333289549265779,ATT,ATT,,RandomForestClassifier,,0.5102910052910054,SO,4
1.0354730997031576,0.5742658716432565,-0.5021281437481374,ATT,ATT,,LogisticRegression,,0.6492563657407407,JZ,1
0.35398965099099383,0.3288010485299094,0.31720930047909673,ATT,ATT,,RandomForestClassifier,,0.6468200231481481,JZ,1
0.2494548704279309,0.3865097590031495,-0.1335978852436096,ATT,ATT,,LogisticRegression,,0.5401602276130578,JZ,2
0.33222545807942344,0.3399060743602934,0.3278684675602832,ATT,ATT,,RandomForestClassifier,,0.5399715483677747,JZ,2
-0.5345943496052628,-0.06137163246999201,-0.02387474870248347,ATT,ATT,,LogisticRegression,,0.5489754098360655,JZ,3
0.3451376974309143,0.32772508881635504,0.3271372137527307,ATT,ATT,,RandomForestClassifier,,0.5684962168978562,JZ,3
-0.9317416236280954,-0.14230652699248164,-0.21493887487030106,ATT,ATT,,LogisticRegression,,0.6262091503267975,JZ,4
0.3505924505751774,0.3239570236201789,0.32545052580464395,ATT,ATT,,RandomForestClassifier,,0.6344575163398694,JZ,4
-0.11124598121103862,0.04960240820164436,0.3611480785827972,ATT,ATT,,LogisticRegression,,0.5075561635944701,WT,1
0.3304314844056786,0.3311033211028308,0.3384651944914908,ATT,ATT,,RandomForestClassifier,,0.5051972926267281,WT,1
-0.3466368459450971,-0.16210192889920996,0.26781311442551603,ATT,ATT,,LogisticRegression,,0.5406354166666667,WT,2
0.3375001657678714,0.3316837762968733,0.3308160579352554,ATT,ATT,,RandomForestClassifier,,0.5390193452380952,WT,2
0.040695084868962575,-0.4186867801730477,0.1690847496282592,ATT,ATT,,LogisticRegression,,0.5383134796238244,WT,3
0.3284969323923339,0.34031868686207106,0.331184380745595,ATT,ATT,,RandomForestClassifier,,0.5317742946708465,WT,3
-0.3505313729567105,-0.03548654096479285,0.2396556879926097,ATT,ATT,,LogisticRegression,,0.5037313190383366,WT,4
0.33716355756420624,0.3291887344949984,0.3336477079407953,ATT,ATT,,RandomForestClassifier,,0.5029061078622482,WT,4
0.22203795287736924,0.6175922547290011,0.2586178885842083,ATT,ATT,,LogisticRegression,,0.5947100815850815,IK,1
0.3274211247273008,0.3438299589583779,0.3287489163143213,ATT,ATT,,RandomForestClassifier,,0.5952432983682985,IK,1
-0.1618059369572631,0.4349813432914493,-0.12207811064711994,ATT,ATT,,LogisticRegression,,0.5379296875,IK,2
0.3291390982697189,0.3432935071860397,0.32756739454424144,ATT,ATT,,RandomForestClassifier,,0.5266135817307693,IK,2
-0.1894917034515684,0.05690862865216596,-0.36512539801846655,ATT,ATT,,LogisticRegression,,0.5208396825396825,IK,3
0.3330971593809954,0.3290455430290736,0.3378572975899312,ATT,ATT,,RandomForestClassifier,,0.5248047619047619,IK,3
-0.14752502940655815,0.07769463211958644,-0.5388069258386149,ATT,ATT,,LogisticRegression,,0.5170819672131148,IK,4
0.3312309301405578,0.3291090722363263,0.3396599976231159,ATT,ATT,,RandomForestClassifier,,0.5257770491803279,IK,4
-1.0802778820826342,0.29342319827478325,0.19687170154404704,ATT,ATT,,LogisticRegression,,0.6434284890426758,RL,1
0.3604466913778189,0.3198090814554317,0.31974422716674955,ATT,ATT,,RandomForestClassifier,,0.623982122260669,RL,1
0.19565476988581768,0.04173719378504094,-0.10251626730373556,ATT,ATT,,LogisticRegression,,0.4919611940298508,RL,2
0.33519631557542745,0.33177370239000226,0.33302998203457024,ATT,ATT,,RandomForestClassifier,,0.4940119402985075,RL,2
-0.2136410714850712,3.186046398602423e-05,-0.042907908833430285,ATT,ATT,,LogisticRegression,,0.4929507692307693,RL,3
0.33817611386657026,0.33103725290894515,0.3307866332244847,ATT,ATT,,RandomForestClassifier,,0.4985076923076924,RL,3
-0.033937943725045966,-0.08203643741005091,0.18802716402268185,ATT,ATT,,LogisticRegression,,0.4913413461538461,RL,4
0.33128567394191044,0.33157142965433395,0.3371428964037555,ATT,ATT,,RandomForestClassifier,,0.4906650641025642,RL,4
1.0123695380715414,0.7591600189951369,-0.1194692157770164,ATT,ATT,,LogisticRegression,,0.6063862525165373,BG,1
0.341080227053492,0.3359730173647477,0.32294675558176045,ATT,ATT,,RandomForestClassifier,,0.6123885533505896,BG,1
0.3257589730053073,0.1756631014410599,0.31473701943032145,ATT,ATT,,LogisticRegression,,0.5490655737704918,BG,2
0.3330325069635743,0.32923117105257355,0.337736321983852,ATT,ATT,,RandomForestClassifier,,0.5328658718330849,BG,2
-0.05123641701915654,-0.031836864944719594,0.00952332505626668,ATT,ATT,,LogisticRegression,,0.43258490566037744,BG,3
0.3329066733060569,0.33426343708790024,0.33282988960604265,ATT,ATT,,RandomForestClassifier,,0.4355723270440252,BG,3
-0.4077228658118318,-0.6332031700702901,0.045189484820296735,ATT,ATT,,LogisticRegression,,0.5664101307189543,BG,4
0.32762162995058075,0.3470461999207389,0.3253321701286804,ATT,ATT,,RandomForestClassifier,,0.5445833333333333,BG,4
0.1303562499757028,0.2536098187958071,-0.18124168697234933,ATT,ATT,,LogisticRegression,,0.5049548368298368,OS,1
0.3314160246223267,0.3362492188490221,0.33233475652865124,ATT,ATT,,RandomForestClassifier,,0.4983697552447552,OS,1
-0.031146455112070683,0.2616035262915025,-0.13568254095844404,ATT,ATT,,LogisticRegression,,0.4950300480769231,OS,2
0.33054279113889995,0.33733473486069954,0.33212247400040057,ATT,ATT,,RandomForestClassifier,,0.490408653846154,OS,2
-0.14071870092530045,0.2651421504748401,0.13575065764953967,ATT,ATT,,LogisticRegression,,0.499000632511069,OS,3
0.3294585632534651,0.336896954766078,0.33364448198045715,ATT,ATT,,RandomForestClassifier,,0.4921758380771663,OS,3
-0.17845237243242515,0.461733613573339,0.2854371982338485,ATT,ATT,,LogisticRegression,,0.5575408496732026,OS,4
0.32615804880003635,0.3404604043662956,0.33338154683366783,ATT,ATT,,RandomForestClassifier,,0.5480343137254902,OS,4
-0.3078375322835932,-0.2679270001914712,-0.09193180924055336,ATT,ATT,,LogisticRegression,,0.5523275862068966,KS,1
0.3378309392159175,0.3334807669271377,0.3286882938569447,ATT,ATT,,RandomForestClassifier,,0.5619827586206897,KS,1
-0.5706210037339136,0.00684734880586485,-0.14704091083276996,ATT,ATT,,LogisticRegression,,0.5493222354340072,KS,2
0.3416098018370589,0.3279964792785981,0.3303937188843431,ATT,ATT,,RandomForestClassifier,,0.5601575505350772,KS,2
-0.18994982522309345,0.3545005476184825,-0.2141466299960414,ATT,ATT,,LogisticRegression,,0.5332476489028213,KS,3
0.3282927658603974,0.3370303045229556,0.33467692961664697,ATT,ATT,,RandomForestClassifier,,0.5213322884012539,KS,3
0.16123648115137446,-0.35246374612111964,0.05153401882158752,ATT,ATT,,LogisticRegression,,0.5042024041585446,KS,4
0.3298048901991721,0.33871244962898833,0.3314826601718398,ATT,ATT,,RandomForestClassifier,,0.5033447043534762,KS,4
-0.5866805523869549,0.5872518599909116,-0.1884625047870516,ATT,ATT,,LogisticRegression,,0.5586998556998557,YS,1
0.338054884794375,0.3343168020627532,0.3276283131428718,ATT,ATT,,RandomForestClassifier,,0.5521168831168831,YS,1
-0.19818128296024226,-0.4720134289675542,-0.02855829879234201,ATT,ATT,,LogisticRegression,,0.5737455197132617,YS,2
0.3310766783330225,0.3415953755819849,0.3273279460849928,ATT,ATT,,RandomForestClassifier,,0.5854838709677419,YS,2
0.0918007756963666,-0.4004252551135549,0.18060526914050626,ATT,ATT,,LogisticRegression,,0.5357061790668348,YS,3
0.32866031312260496,0.3399319738815336,0.3314077129958612,ATT,ATT,,RandomForestClassifier,,0.5223549810844893,YS,3
0.03713667328339799,0.3228835238116297,-0.019240401098129127,ATT,ATT,,LogisticRegression,,0.5116704693611474,YS,4
0.33115534917245915,0.3391056256842306,0.3297390251433104,ATT,ATT,,RandomForestClassifier,,0.524385593220339,YS,4
0.5814473890302125,0.8175175874007244,0.22261680629954028,ATT,ATT,,LogisticRegression,,0.6601580333625988,KK,1
0.3320126326916161,0.34226119957901696,0.3257261677293672,ATT,ATT,,RandomForestClassifier,,0.6591454492244659,KK,1
0.7011107627096044,0.5657912952247542,0.07789125598859445,ATT,ATT,,LogisticRegression,,0.6200590909090908,KK,2
0.3446952583941996,0.33109343264011104,0.3242113089656893,ATT,ATT,,RandomForestClassifier,,0.6266742424242424,KK,2
0.5046953895972284,0.5559048027023511,0.16994746172387706,ATT,ATT,,LogisticRegression,,0.6193317307692309,KK,3
0.3381622304634631,0.33464581056141623,0.3271919589751209,ATT,ATT,,RandomForestClassifier,,0.6212868589743591,KK,3
0.42807319940749655,0.44698945426913,-0.1101728212594652,ATT,ATT,,LogisticRegression,,0.5882646276595744,KK,4
0.3389250582175465,0.33517778100844736,0.3258971607740061,ATT,ATT,,RandomForestClassifier,,0.5913331117021277,KK,4
0.19954429718332092,0.060027968285633886,-0.09497247268818138,ATT,ATT,,LogisticRegression,,0.4957707794075353,OE,1
0.33602725060383226,0.3318665474068223,0.33210620198934543,ATT,ATT,,RandomForestClassifier,,0.5014106988783434,OE,1
0.2940595700115549,-0.039854940240098426,0.4680261716712733,ATT,ATT,,LogisticRegression,,0.530422619047619,OE,2
0.337514890615386,0.3269787647264652,0.33550634465814866,ATT,ATT,,RandomForestClassifier,,0.5376964285714285,OE,2
0.1538494208840552,0.060853105012422935,0.22314047490468905,ATT,ATT,,LogisticRegression,,0.4914532328939109,OE,3
0.3353460424257645,0.33113242617962124,0.3335215313946143,ATT,ATT,,RandomForestClassifier,,0.5070464532328939,OE,3
-0.026719111271269882,0.01089652380041125,0.4353070606072391,ATT,ATT,,LogisticRegression,,0.4660723598435462,OE,4
0.3323179354092515,0.33157423488586313,0.3361078297048853,ATT,ATT,,RandomForestClassifier,,0.4726531942633638,OE,4
0.8884068249892718,0.7532510401338249,-0.1269155208558158,ATT,ATT,,LogisticRegression,,0.6453346739442688,AS,1
0.3419670449265605,0.3357722095732357,0.3222607455002037,ATT,ATT,,RandomForestClassifier,,0.6446279804653835,AS,1
0.0023504535150573875,0.3059548385660321,0.4849614055785949,ATT,ATT,,LogisticRegression,,0.5490053523639609,AS,2
0.33078066915453924,0.3325438597737508,0.3366754710717099,ATT,ATT,,RandomForestClassifier,,0.5581787094855784,AS,2
-0.19453943466023504,0.5241072982449958,-0.1938226753879266,ATT,ATT,,LogisticRegression,,0.5414905956112852,AS,3
0.32811495466351404,0.34119959685176865,0.33068544848471737,ATT,ATT,,RandomForestClassifier,,0.5321802507836991,AS,3
0.05657283644128652,0.08252563134600263,-0.34215486171650034,ATT,ATT,,LogisticRegression,,0.4898213125406108,AS,4
0.3309636506377995,0.3323111372491172,0.3367252121130834,ATT,ATT,,RandomForestClassifier,,0.4817218973359324,AS,4
